"Participant","Trial","Condition","Time","DesiredResponse","ActualResponse","Angle","CorrectResponse"
"sub22",87,"3_4_3_3_180Y150.pct",5941,"Same","Same",150,"Correct"
"sub22",88,"R3_4_4_3_180Y100.pct",3870,"Different","Different",100,"Correct"
"sub22",89,"R2_3_3_2_0Y100.pct",6052,"Different","Different",100,"Correct"
"sub22",90,"2_3_3_2_0Y50.pct",1654,"Same","Same",50,"Correct"
"sub22",91,"2_4_4_2_0Y0.pct",987,"Same","Same",0,"Correct"
"sub22",92,"3_4_3_2_90Y150.pct",6955,"Same","Same",150,"Correct"
"sub22",93,"R2_4_4_3_90Y150.pct",4560,"Different","Different",150,"Correct"
"sub22",94,"R3_4_3_2_90Y50.pct",3625,"Different","Different",50,"Correct"
"sub22",95,"2_3_3_2_0Y100.pct",1651,"Same","Same",100,"Correct"
"sub22",96,"R3_3_3_2_0Y0.pct",6216,"Different","Same",0,"Incorrect"
"sub23",1,"R2_3_3_2_0Y0.pct",1683,"Different","Different",0,"Correct"
"sub23",2,"R3_4_3_2_90Y150.pct",1719,"Different","Different",150,"Correct"
"sub23",3,"2_4_4_2_0Y150.pct",2020,"Same","Same",150,"Correct"
"sub23",4,"3_3_3_2_0Y100.pct",1888,"Same","Same",100,"Correct"
"sub23",5,"3_3_3_3_90Y50.pct",1518,"Same","Same",50,"Correct"
"sub23",6,"R2_4_4_2_0Y50.pct",1723,"Different","Different",50,"Correct"
"sub23",7,"R3_3_3_3_90Y100.pct",2488,"Different","Different",100,"Correct"
"sub23",8,"2_3_3_2_0Y0.pct",1245,"Same","Same",0,"Correct"
"sub23",9,"R3_4_3_3_180Y150.pct",1895,"Different","Different",150,"Correct"
"sub23",10,"2_4_4_2_180Y150.pct",2022,"Same","Different",150,"Incorrect"
"sub23",11,"R3_3_4_2_0Y50.pct",3031,"Different","Different",50,"Correct"
"sub23",12,"R2_3_4_2_90Y0.pct",1675,"Different","Different",0,"Correct"
"sub23",13,"3_3_3_3_180Y0.pct",1024,"Same","Same",0,"Correct"
"sub23",14,"R3_4_3_3_180Y100.pct",3068,"Different","Different",100,"Correct"
"sub23",15,"2_4_4_3_90Y100.pct",1827,"Same","Same",100,"Correct"
"sub23",16,"3_4_3_2_90Y50.pct",1468,"Same","Same",50,"Correct"
"sub23",17,"R2_4_4_3_90Y100.pct",1918,"Different","Different",100,"Correct"
"sub23",18,"2_3_3_2_0Y150.pct",3701,"Same","Same",150,"Correct"
"sub23",19,"R2_3_4_2_90Y50.pct",2197,"Different","Different",50,"Correct"
"sub23",20,"2_3_4_2_90Y50.pct",1655,"Same","Same",50,"Correct"
"sub23",21,"R2_4_4_2_180Y100.pct",3158,"Different","Different",100,"Correct"
"sub23",22,"R2_4_4_2_0Y0.pct",2706,"Different","Different",0,"Correct"
"sub23",23,"3_4_3_2_90Y0.pct",1000,"Same","Same",0,"Correct"
"sub23",24,"R3_3_3_2_0Y150.pct",1918,"Different","Different",150,"Correct"
"sub23",25,"R3_4_4_3_180Y150.pct",2969,"Different","Same",150,"Incorrect"
"sub23",26,"R3_4_3_3_180Y50.pct",2115,"Different","Different",50,"Correct"
"sub23",27,"3_4_3_3_180Y50.pct",2460,"Same","Different",50,"Incorrect"
"sub23",28,"3_3_3_3_90Y100.pct",2350,"Same","Different",100,"Incorrect"
"sub23",29,"2_4_4_2_180Y0.pct",983,"Same","Same",0,"Correct"
"sub23",30,"R3_4_3_2_90Y0.pct",1342,"Different","Different",0,"Correct"
"sub23",31,"3_3_4_2_0Y150.pct",3769,"Same","Different",150,"Incorrect"
"sub23",32,"R3_3_4_2_0Y100.pct",1723,"Different","Different",100,"Correct"
"sub23",33,"3_3_3_3_180Y50.pct",1990,"Same","Different",50,"Incorrect"
"sub23",34,"3_3_4_2_0Y100.pct",2810,"Same","Same",100,"Correct"
"sub23",35,"3_4_4_3_180Y150.pct",2350,"Same","Different",150,"Incorrect"
"sub23",36,"R3_3_3_3_180Y0.pct",2055,"Different","Same",0,"Incorrect"
"sub23",37,"3_4_3_3_180Y100.pct",2844,"Same","Different",100,"Incorrect"
"sub23",38,"R3_3_3_3_180Y150.pct",2714,"Different","Different",150,"Correct"
"sub23",39,"3_4_3_3_180Y0.pct",1084,"Same","Same",0,"Correct"
"sub23",40,"R3_3_3_3_90Y50.pct",1058,"Different","Different",50,"Correct"
"sub23",41,"2_4_4_3_90Y150.pct",2713,"Same","Same",150,"Correct"
"sub23",42,"R3_4_3_3_180Y0.pct",1023,"Different","Different",0,"Correct"
"sub23",43,"3_3_3_3_180Y100.pct",2770,"Same","Same",100,"Correct"
"sub23",44,"R2_3_4_2_90Y150.pct",2413,"Different","Different",150,"Correct"
"sub23",45,"R2_3_3_2_0Y50.pct",1506,"Different","Different",50,"Correct"
"sub23",46,"R2_3_4_2_90Y100.pct",2622,"Different","Same",100,"Incorrect"
"sub23",47,"3_4_4_3_180Y0.pct",1159,"Same","Same",0,"Correct"
"sub23",48,"3_4_4_3_180Y50.pct",1901,"Same","Same",50,"Correct"
"sub23",49,"R2_4_4_2_0Y100.pct",1610,"Different","Different",100,"Correct"
"sub23",50,"R2_3_3_2_0Y150.pct",1973,"Different","Different",150,"Correct"
"sub23",51,"3_3_4_2_0Y0.pct",1078,"Same","Same",0,"Correct"
"sub23",52,"R2_4_4_3_90Y0.pct",1024,"Different","Different",0,"Correct"
"sub23",53,"3_4_4_3_180Y100.pct",3017,"Same","Different",100,"Incorrect"
"sub23",54,"R2_4_4_2_180Y50.pct",1553,"Different","Different",50,"Correct"
"sub23",55,"3_3_3_2_0Y150.pct",2951,"Same","Same",150,"Correct"
"sub23",56,"2_4_4_2_0Y50.pct",1729,"Same","Same",50,"Correct"
"sub23",57,"R2_4_4_2_0Y150.pct",994,"Different","Different",150,"Correct"
"sub23",58,"R3_4_3_2_90Y100.pct",3067,"Different","Different",100,"Correct"
"sub23",59,"2_3_4_2_90Y150.pct",2131,"Same","Same",150,"Correct"
"sub23",60,"3_4_3_2_90Y100.pct",2617,"Same","Same",100,"Correct"
"sub23",61,"2_4_4_3_90Y0.pct",1692,"Same","Same",0,"Correct"
"sub23",62,"R2_4_4_2_180Y0.pct",738,"Different","Different",0,"Correct"
"sub23",63,"R2_4_4_3_90Y50.pct",984,"Different","Different",50,"Correct"
"sub23",64,"2_4_4_3_90Y50.pct",1461,"Same","Same",50,"Correct"
"sub23",65,"R2_4_4_2_180Y150.pct",2092,"Different","Different",150,"Correct"
"sub23",66,"3_3_3_3_90Y0.pct",1314,"Same","Same",0,"Correct"
"sub23",67,"3_3_3_3_180Y150.pct",3407,"Same","Same",150,"Correct"
"sub23",68,"R3_3_3_3_90Y0.pct",1092,"Different","Different",0,"Correct"
"sub23",69,"R3_3_3_2_0Y50.pct",2532,"Different","Different",50,"Correct"
"sub23",70,"2_4_4_2_180Y50.pct",2288,"Same","Same",50,"Correct"
"sub23",71,"2_4_4_2_0Y100.pct",2798,"Same","Same",100,"Correct"
"sub23",72,"R3_3_3_2_0Y100.pct",1515,"Different","Different",100,"Correct"
"sub23",73,"2_3_4_2_90Y100.pct",1993,"Same","Same",100,"Correct"
"sub23",74,"R3_3_3_3_180Y100.pct",2475,"Different","Different",100,"Correct"
"sub23",75,"3_3_3_3_90Y150.pct",2058,"Same","Same",150,"Correct"
"sub23",76,"R3_3_4_2_0Y0.pct",2435,"Different","Different",0,"Correct"
"sub23",77,"3_3_3_2_0Y0.pct",1248,"Same","Same",0,"Correct"
"sub23",78,"3_3_3_2_0Y50.pct",3893,"Same","Different",50,"Incorrect"
"sub23",79,"R3_3_3_3_180Y50.pct",1624,"Different","Same",50,"Incorrect"
"sub23",80,"R3_3_3_3_90Y150.pct",3827,"Different","Different",150,"Correct"
"sub23",81,"R3_4_4_3_180Y50.pct",3595,"Different","Same",50,"Incorrect"
"sub23",82,"2_3_4_2_90Y0.pct",928,"Same","Same",0,"Correct"
"sub23",83,"R3_3_4_2_0Y150.pct",2735,"Different","Different",150,"Correct"
"sub23",84,"3_3_4_2_0Y50.pct",2269,"Same","Same",50,"Correct"
"sub23",85,"2_4_4_2_180Y100.pct",2677,"Same","Different",100,"Incorrect"
"sub23",86,"R3_4_4_3_180Y0.pct",4197,"Different","Different",0,"Correct"
"sub23",87,"3_4_3_3_180Y150.pct",2393,"Same","Same",150,"Correct"
"sub23",88,"R3_4_4_3_180Y100.pct",2492,"Different","Different",100,"Correct"
"sub23",89,"R2_3_3_2_0Y100.pct",2210,"Different","Different",100,"Correct"
"sub23",90,"2_3_3_2_0Y50.pct",3307,"Same","Same",50,"Correct"
"sub23",91,"2_4_4_2_0Y0.pct",1041,"Same","Same",0,"Correct"
"sub23",92,"3_4_3_2_90Y150.pct",1620,"Same","Same",150,"Correct"
"sub23",93,"R2_4_4_3_90Y150.pct",4554,"Different","Different",150,"Correct"
"sub23",94,"R3_4_3_2_90Y50.pct",1665,"Different","Different",50,"Correct"
"sub23",95,"2_3_3_2_0Y100.pct",2781,"Same","Same",100,"Correct"
"sub23",96,"R3_3_3_2_0Y0.pct",4134,"Different","Different",0,"Correct"
"sub24",1,"R2_3_3_2_0Y0.pct",2443,"Different","Different",0,"Correct"
"sub24",2,"R3_4_3_2_90Y150.pct",5888,"Different","Different",150,"Correct"
"sub24",3,"2_4_4_2_0Y150.pct",3670,"Same","Same",150,"Correct"
"sub24",4,"3_3_3_2_0Y100.pct",4012,"Same","Different",100,"Incorrect"
"sub24",5,"3_3_3_3_90Y50.pct",2902,"Same","Same",50,"Correct"
"sub24",6,"R2_4_4_2_0Y50.pct",3120,"Different","Different",50,"Correct"
"sub24",7,"R3_3_3_3_90Y100.pct",5431,"Different","Different",100,"Correct"
"sub24",8,"2_3_3_2_0Y0.pct",1226,"Same","Same",0,"Correct"
"sub24",9,"R3_4_3_3_180Y150.pct",5480,"Different","Different",150,"Correct"
"sub24",10,"2_4_4_2_180Y150.pct",4745,"Same","Same",150,"Correct"
"sub24",11,"R3_3_4_2_0Y50.pct",4690,"Different","Different",50,"Correct"
"sub24",12,"R2_3_4_2_90Y0.pct",2772,"Different","Different",0,"Correct"
"sub24",13,"3_3_3_3_180Y0.pct",1265,"Same","Same",0,"Correct"
"sub24",14,"R3_4_3_3_180Y100.pct",2392,"Different","Different",100,"Correct"
"sub24",15,"2_4_4_3_90Y100.pct",4716,"Same","Same",100,"Correct"
"sub24",16,"3_4_3_2_90Y50.pct",3418,"Same","Same",50,"Correct"
"sub24",17,"R2_4_4_3_90Y100.pct",2654,"Different","Different",100,"Correct"
"sub24",18,"2_3_3_2_0Y150.pct",2112,"Same","Same",150,"Correct"
"sub24",19,"R2_3_4_2_90Y50.pct",2702,"Different","Different",50,"Correct"
"sub24",20,"2_3_4_2_90Y50.pct",1637,"Same","Same",50,"Correct"
"sub24",21,"R2_4_4_2_180Y100.pct",2109,"Different","Different",100,"Correct"
"sub24",22,"R2_4_4_2_0Y0.pct",884,"Different","Same",0,"Incorrect"
"sub24",23,"3_4_3_2_90Y0.pct",1795,"Same","Same",0,"Correct"
"sub24",24,"R3_3_3_2_0Y150.pct",4023,"Different","Different",150,"Correct"
"sub24",25,"R3_4_4_3_180Y150.pct",5980,"Different","Different",150,"Correct"
"sub24",26,"R3_4_3_3_180Y50.pct",2026,"Different","Different",50,"Correct"
"sub24",27,"3_4_3_3_180Y50.pct",3076,"Same","Same",50,"Correct"
"sub24",28,"3_3_3_3_90Y100.pct",3157,"Same","Same",100,"Correct"
"sub24",29,"2_4_4_2_180Y0.pct",1617,"Same","Same",0,"Correct"
"sub24",30,"R3_4_3_2_90Y0.pct",2367,"Different","Different",0,"Correct"
"sub24",31,"3_3_4_2_0Y150.pct",NA,"Same","[N/A]",150,"Incorrect"
"sub24",32,"R3_3_4_2_0Y100.pct",330,"Different","Same",100,"Incorrect"
"sub24",33,"3_3_3_3_180Y50.pct",2687,"Same","Different",50,"Incorrect"
"sub24",34,"3_3_4_2_0Y100.pct",4855,"Same","Same",100,"Correct"
"sub24",35,"3_4_4_3_180Y150.pct",2719,"Same","Different",150,"Incorrect"
"sub24",36,"R3_3_3_3_180Y0.pct",1253,"Different","Different",0,"Correct"
"sub24",37,"3_4_3_3_180Y100.pct",2855,"Same","Same",100,"Correct"
"sub24",38,"R3_3_3_3_180Y150.pct",4301,"Different","Different",150,"Correct"
"sub24",39,"3_4_3_3_180Y0.pct",1565,"Same","Same",0,"Correct"
"sub24",40,"R3_3_3_3_90Y50.pct",1128,"Different","Different",50,"Correct"
"sub24",41,"2_4_4_3_90Y150.pct",4087,"Same","Same",150,"Correct"
"sub24",42,"R3_4_3_3_180Y0.pct",1191,"Different","Different",0,"Correct"
"sub24",43,"3_3_3_3_180Y100.pct",2115,"Same","Same",100,"Correct"
"sub24",44,"R2_3_4_2_90Y150.pct",2101,"Different","Same",150,"Incorrect"
"sub24",45,"R2_3_3_2_0Y50.pct",1218,"Different","Different",50,"Correct"
"sub24",46,"R2_3_4_2_90Y100.pct",1599,"Different","Same",100,"Incorrect"
"sub24",47,"3_4_4_3_180Y0.pct",1632,"Same","Same",0,"Correct"
"sub24",48,"3_4_4_3_180Y50.pct",2747,"Same","Same",50,"Correct"
"sub24",49,"R2_4_4_2_0Y100.pct",2427,"Different","Different",100,"Correct"
"sub24",50,"R2_3_3_2_0Y150.pct",2595,"Different","Different",150,"Correct"
"sub24",51,"3_3_4_2_0Y0.pct",2486,"Same","Same",0,"Correct"
"sub24",52,"R2_4_4_3_90Y0.pct",2602,"Different","Different",0,"Correct"
"sub24",53,"3_4_4_3_180Y100.pct",3139,"Same","Same",100,"Correct"
"sub24",54,"R2_4_4_2_180Y50.pct",1513,"Different","Different",50,"Correct"
"sub24",55,"3_3_3_2_0Y150.pct",4106,"Same","Same",150,"Correct"
"sub24",56,"2_4_4_2_0Y50.pct",1815,"Same","Same",50,"Correct"
"sub24",57,"R2_4_4_2_0Y150.pct",2761,"Different","Different",150,"Correct"
"sub24",58,"R3_4_3_2_90Y100.pct",2637,"Different","Different",100,"Correct"
"sub24",59,"2_3_4_2_90Y150.pct",1784,"Same","Same",150,"Correct"
"sub24",60,"3_4_3_2_90Y100.pct",2227,"Same","Same",100,"Correct"
"sub24",61,"2_4_4_3_90Y0.pct",1338,"Same","Same",0,"Correct"
"sub24",62,"R2_4_4_2_180Y0.pct",1145,"Different","Different",0,"Correct"
"sub24",63,"R2_4_4_3_90Y50.pct",1854,"Different","Different",50,"Correct"
"sub24",64,"2_4_4_3_90Y50.pct",1862,"Same","Same",50,"Correct"
"sub24",65,"R2_4_4_2_180Y150.pct",2316,"Different","Same",150,"Incorrect"
"sub24",66,"3_3_3_3_90Y0.pct",1268,"Same","Same",0,"Correct"
"sub24",67,"3_3_3_3_180Y150.pct",2322,"Same","Same",150,"Correct"
"sub24",68,"R3_3_3_3_90Y0.pct",1377,"Different","Different",0,"Correct"
"sub24",69,"R3_3_3_2_0Y50.pct",1748,"Different","Different",50,"Correct"
"sub24",70,"2_4_4_2_180Y50.pct",1542,"Same","Same",50,"Correct"
"sub24",71,"2_4_4_2_0Y100.pct",1460,"Same","Same",100,"Correct"
"sub24",72,"R3_3_3_2_0Y100.pct",2511,"Different","Different",100,"Correct"
"sub24",73,"2_3_4_2_90Y100.pct",1409,"Same","Same",100,"Correct"
"sub24",74,"R3_3_3_3_180Y100.pct",2863,"Different","Different",100,"Correct"
"sub24",75,"3_3_3_3_90Y150.pct",2104,"Same","Same",150,"Correct"
"sub24",76,"R3_3_4_2_0Y0.pct",2637,"Different","Different",0,"Correct"
"sub24",77,"3_3_3_2_0Y0.pct",1727,"Same","Same",0,"Correct"
"sub24",78,"3_3_3_2_0Y50.pct",1292,"Same","Different",50,"Incorrect"
"sub24",79,"R3_3_3_3_180Y50.pct",1260,"Different","Different",50,"Correct"
"sub24",80,"R3_3_3_3_90Y150.pct",1411,"Different","Same",150,"Incorrect"
"sub24",81,"R3_4_4_3_180Y50.pct",2582,"Different","Same",50,"Incorrect"
"sub24",82,"2_3_4_2_90Y0.pct",1033,"Same","Same",0,"Correct"
"sub24",83,"R3_3_4_2_0Y150.pct",3028,"Different","Different",150,"Correct"
"sub24",84,"3_3_4_2_0Y50.pct",2307,"Same","Different",50,"Incorrect"
"sub24",85,"2_4_4_2_180Y100.pct",2191,"Same","Same",100,"Correct"
"sub24",86,"R3_4_4_3_180Y0.pct",2083,"Different","Different",0,"Correct"
"sub24",87,"3_4_3_3_180Y150.pct",2745,"Same","Same",150,"Correct"
"sub24",88,"R3_4_4_3_180Y100.pct",2784,"Different","Different",100,"Correct"
"sub24",89,"R2_3_3_2_0Y100.pct",1781,"Different","Different",100,"Correct"
"sub24",90,"2_3_3_2_0Y50.pct",1850,"Same","Same",50,"Correct"
"sub24",91,"2_4_4_2_0Y0.pct",1140,"Same","Same",0,"Correct"
"sub24",92,"3_4_3_2_90Y150.pct",1949,"Same","Same",150,"Correct"
"sub24",93,"R2_4_4_3_90Y150.pct",2432,"Different","Different",150,"Correct"
"sub24",94,"R3_4_3_2_90Y50.pct",1777,"Different","Different",50,"Correct"
"sub24",95,"2_3_3_2_0Y100.pct",1287,"Same","Same",100,"Correct"
"sub24",96,"R3_3_3_2_0Y0.pct",3197,"Different","Different",0,"Correct"
"sub25",1,"R2_3_3_2_0Y0.pct",1557,"Different","Same",0,"Incorrect"
"sub25",2,"R3_4_3_2_90Y150.pct",942,"Different","Different",150,"Correct"
"sub25",3,"2_4_4_2_0Y150.pct",1925,"Same","Same",150,"Correct"
"sub25",4,"3_3_3_2_0Y100.pct",1738,"Same","Different",100,"Incorrect"
"sub25",5,"3_3_3_3_90Y50.pct",1803,"Same","Same",50,"Correct"
"sub25",6,"R2_4_4_2_0Y50.pct",1452,"Different","Different",50,"Correct"
"sub25",7,"R3_3_3_3_90Y100.pct",2638,"Different","Same",100,"Incorrect"
"sub25",8,"2_3_3_2_0Y0.pct",1057,"Same","Same",0,"Correct"
"sub25",9,"R3_4_3_3_180Y150.pct",2889,"Different","Same",150,"Incorrect"
"sub25",10,"2_4_4_2_180Y150.pct",1751,"Same","Same",150,"Correct"
"sub25",11,"R3_3_4_2_0Y50.pct",2089,"Different","Different",50,"Correct"
"sub25",12,"R2_3_4_2_90Y0.pct",1307,"Different","Different",0,"Correct"
"sub25",13,"3_3_3_3_180Y0.pct",780,"Same","Same",0,"Correct"
"sub25",14,"R3_4_3_3_180Y100.pct",1334,"Different","Different",100,"Correct"
"sub25",15,"2_4_4_3_90Y100.pct",2008,"Same","Same",100,"Correct"
"sub25",16,"3_4_3_2_90Y50.pct",960,"Same","Same",50,"Correct"
"sub25",17,"R2_4_4_3_90Y100.pct",2617,"Different","Different",100,"Correct"
"sub25",18,"2_3_3_2_0Y150.pct",1576,"Same","Same",150,"Correct"
"sub25",19,"R2_3_4_2_90Y50.pct",1096,"Different","Different",50,"Correct"
"sub25",20,"2_3_4_2_90Y50.pct",753,"Same","Same",50,"Correct"
"sub25",21,"R2_4_4_2_180Y100.pct",1376,"Different","Different",100,"Correct"
"sub25",22,"R2_4_4_2_0Y0.pct",727,"Different","Same",0,"Incorrect"
"sub25",23,"3_4_3_2_90Y0.pct",1101,"Same","Same",0,"Correct"
"sub25",24,"R3_3_3_2_0Y150.pct",2024,"Different","Same",150,"Incorrect"
"sub25",25,"R3_4_4_3_180Y150.pct",3342,"Different","Different",150,"Correct"
"sub25",26,"R3_4_3_3_180Y50.pct",2179,"Different","Different",50,"Correct"
"sub25",27,"3_4_3_3_180Y50.pct",2593,"Same","Different",50,"Incorrect"
"sub25",28,"3_3_3_3_90Y100.pct",1385,"Same","Different",100,"Incorrect"
"sub25",29,"2_4_4_2_180Y0.pct",858,"Same","Same",0,"Correct"
"sub25",30,"R3_4_3_2_90Y0.pct",1377,"Different","Different",0,"Correct"
"sub25",31,"3_3_4_2_0Y150.pct",2191,"Same","Different",150,"Incorrect"
"sub25",32,"R3_3_4_2_0Y100.pct",2176,"Different","Different",100,"Correct"
"sub25",33,"3_3_3_3_180Y50.pct",1620,"Same","Same",50,"Correct"
"sub25",34,"3_3_4_2_0Y100.pct",3741,"Same","Same",100,"Correct"
"sub25",35,"3_4_4_3_180Y150.pct",1636,"Same","Same",150,"Correct"
"sub25",36,"R3_3_3_3_180Y0.pct",1498,"Different","Different",0,"Correct"
"sub25",37,"3_4_3_3_180Y100.pct",2515,"Same","Same",100,"Correct"
"sub25",38,"R3_3_3_3_180Y150.pct",2625,"Different","Same",150,"Incorrect"
"sub25",39,"3_4_3_3_180Y0.pct",1122,"Same","Same",0,"Correct"
"sub25",40,"R3_3_3_3_90Y50.pct",1121,"Different","Different",50,"Correct"
"sub25",41,"2_4_4_3_90Y150.pct",2887,"Same","Same",150,"Correct"
"sub25",42,"R3_4_3_3_180Y0.pct",1141,"Different","Different",0,"Correct"
"sub25",43,"3_3_3_3_180Y100.pct",1797,"Same","Different",100,"Incorrect"
"sub25",44,"R2_3_4_2_90Y150.pct",2008,"Different","Different",150,"Correct"
"sub25",45,"R2_3_3_2_0Y50.pct",1265,"Different","Different",50,"Correct"
"sub25",46,"R2_3_4_2_90Y100.pct",1765,"Different","Different",100,"Correct"
"sub25",47,"3_4_4_3_180Y0.pct",791,"Same","Same",0,"Correct"
"sub25",48,"3_4_4_3_180Y50.pct",1806,"Same","Same",50,"Correct"
"sub25",49,"R2_4_4_2_0Y100.pct",2403,"Different","Different",100,"Correct"
"sub25",50,"R2_3_3_2_0Y150.pct",2147,"Different","Different",150,"Correct"
"sub25",51,"3_3_4_2_0Y0.pct",1312,"Same","Same",0,"Correct"
"sub25",52,"R2_4_4_3_90Y0.pct",1077,"Different","Different",0,"Correct"
"sub25",53,"3_4_4_3_180Y100.pct",2701,"Same","Same",100,"Correct"
"sub25",54,"R2_4_4_2_180Y50.pct",1395,"Different","Different",50,"Correct"
"sub25",55,"3_3_3_2_0Y150.pct",1694,"Same","Different",150,"Incorrect"
"sub25",56,"2_4_4_2_0Y50.pct",1220,"Same","Same",50,"Correct"
"sub25",57,"R2_4_4_2_0Y150.pct",791,"Different","Different",150,"Correct"
"sub25",58,"R3_4_3_2_90Y100.pct",1663,"Different","Different",100,"Correct"
"sub25",59,"2_3_4_2_90Y150.pct",1883,"Same","Same",150,"Correct"
"sub25",60,"3_4_3_2_90Y100.pct",1367,"Same","Different",100,"Incorrect"
"sub25",61,"2_4_4_3_90Y0.pct",884,"Same","Same",0,"Correct"
"sub25",62,"R2_4_4_2_180Y0.pct",1410,"Different","Different",0,"Correct"
"sub25",63,"R2_4_4_3_90Y50.pct",1050,"Different","Different",50,"Correct"
"sub25",64,"2_4_4_3_90Y50.pct",867,"Same","Same",50,"Correct"
"sub25",65,"R2_4_4_2_180Y150.pct",1748,"Different","Different",150,"Correct"
"sub25",66,"3_3_3_3_90Y0.pct",936,"Same","Same",0,"Correct"
"sub25",67,"3_3_3_3_180Y150.pct",1879,"Same","Same",150,"Correct"
"sub25",68,"R3_3_3_3_90Y0.pct",921,"Different","Different",0,"Correct"
"sub25",69,"R3_3_3_2_0Y50.pct",1681,"Different","Different",50,"Correct"
"sub25",70,"2_4_4_2_180Y50.pct",1305,"Same","Same",50,"Correct"
"sub25",71,"2_4_4_2_0Y100.pct",1749,"Same","Same",100,"Correct"
"sub25",72,"R3_3_3_2_0Y100.pct",2947,"Different","Different",100,"Correct"
"sub25",73,"2_3_4_2_90Y100.pct",1510,"Same","Same",100,"Correct"
"sub25",74,"R3_3_3_3_180Y100.pct",1885,"Different","Different",100,"Correct"
"sub25",75,"3_3_3_3_90Y150.pct",2437,"Same","Different",150,"Incorrect"
"sub25",76,"R3_3_4_2_0Y0.pct",2471,"Different","Different",0,"Correct"
"sub25",77,"3_3_3_2_0Y0.pct",1886,"Same","Same",0,"Correct"
"sub25",78,"3_3_3_2_0Y50.pct",1454,"Same","Same",50,"Correct"
"sub25",79,"R3_3_3_3_180Y50.pct",955,"Different","Different",50,"Correct"
"sub25",80,"R3_3_3_3_90Y150.pct",2196,"Different","Different",150,"Correct"
"sub25",81,"R3_4_4_3_180Y50.pct",1520,"Different","Different",50,"Correct"
"sub25",82,"2_3_4_2_90Y0.pct",641,"Same","Same",0,"Correct"
"sub25",83,"R3_3_4_2_0Y150.pct",3003,"Different","Different",150,"Correct"
"sub25",84,"3_3_4_2_0Y50.pct",2171,"Same","Same",50,"Correct"
"sub25",85,"2_4_4_2_180Y100.pct",2085,"Same","Same",100,"Correct"
"sub25",86,"R3_4_4_3_180Y0.pct",923,"Different","Same",0,"Incorrect"
"sub25",87,"3_4_3_3_180Y150.pct",2995,"Same","Different",150,"Incorrect"
"sub25",88,"R3_4_4_3_180Y100.pct",3119,"Different","Different",100,"Correct"
"sub25",89,"R2_3_3_2_0Y100.pct",1817,"Different","Different",100,"Correct"
"sub25",90,"2_3_3_2_0Y50.pct",1420,"Same","Same",50,"Correct"
"sub25",91,"2_4_4_2_0Y0.pct",660,"Same","Same",0,"Correct"
"sub25",92,"3_4_3_2_90Y150.pct",1601,"Same","Different",150,"Incorrect"
"sub25",93,"R2_4_4_3_90Y150.pct",2926,"Different","Different",150,"Correct"
"sub25",94,"R3_4_3_2_90Y50.pct",1216,"Different","Different",50,"Correct"
"sub25",95,"2_3_3_2_0Y100.pct",2064,"Same","Same",100,"Correct"
"sub25",96,"R3_3_3_2_0Y0.pct",1730,"Different","Different",0,"Correct"
"sub26",1,"R2_3_3_2_0Y0.pct",2775,"Different","Different",0,"Correct"
"sub26",2,"R3_4_3_2_90Y150.pct",2129,"Different","Different",150,"Correct"
"sub26",3,"2_4_4_2_0Y150.pct",1548,"Same","Same",150,"Correct"
"sub26",4,"3_3_3_2_0Y100.pct",4776,"Same","Same",100,"Correct"
"sub26",5,"3_3_3_3_90Y50.pct",2467,"Same","Same",50,"Correct"
"sub26",6,"R2_4_4_2_0Y50.pct",3523,"Different","Different",50,"Correct"
"sub26",7,"R3_3_3_3_90Y100.pct",4751,"Different","Different",100,"Correct"
"sub26",8,"2_3_3_2_0Y0.pct",1177,"Same","Same",0,"Correct"
"sub26",9,"R3_4_3_3_180Y150.pct",2698,"Different","Different",150,"Correct"
"sub26",10,"2_4_4_2_180Y150.pct",4729,"Same","Same",150,"Correct"
"sub26",11,"R3_3_4_2_0Y50.pct",3871,"Different","Different",50,"Correct"
"sub26",12,"R2_3_4_2_90Y0.pct",1516,"Different","Different",0,"Correct"
"sub26",13,"3_3_3_3_180Y0.pct",1507,"Same","Same",0,"Correct"
"sub26",14,"R3_4_3_3_180Y100.pct",2007,"Different","Different",100,"Correct"
"sub26",15,"2_4_4_3_90Y100.pct",2156,"Same","Same",100,"Correct"
"sub26",16,"3_4_3_2_90Y50.pct",1658,"Same","Same",50,"Correct"
"sub26",17,"R2_4_4_3_90Y100.pct",3726,"Different","Different",100,"Correct"
"sub26",18,"2_3_3_2_0Y150.pct",2106,"Same","Same",150,"Correct"
"sub26",19,"R2_3_4_2_90Y50.pct",2255,"Different","Different",50,"Correct"
"sub26",20,"2_3_4_2_90Y50.pct",2031,"Same","Same",50,"Correct"
"sub26",21,"R2_4_4_2_180Y100.pct",2178,"Different","Different",100,"Correct"
"sub26",22,"R2_4_4_2_0Y0.pct",1375,"Different","Same",0,"Incorrect"
"sub26",23,"3_4_3_2_90Y0.pct",1225,"Same","Same",0,"Correct"
"sub26",24,"R3_3_3_2_0Y150.pct",2612,"Different","Same",150,"Incorrect"
"sub26",25,"R3_4_4_3_180Y150.pct",1004,"Different","Different",150,"Correct"
"sub26",26,"R3_4_3_3_180Y50.pct",1845,"Different","Different",50,"Correct"
"sub26",27,"3_4_3_3_180Y50.pct",1545,"Same","Same",50,"Correct"
"sub26",28,"3_3_3_3_90Y100.pct",1919,"Same","Same",100,"Correct"
